Id,Url,Brand,Model,Year,EngineVolume,Power,Drive,Mileage,Price,Region,Engine,Transmission
1280,https://novosibirsk.drom.ru/opel/astra/48673920.html,2,3,2007,1.8,140,1,228000.0,480000,23,1,4
1281,https://anapa.drom.ru/opel/corsa/48834796.html,2,4,2008,1.4,90,1,167000.0,455000,29,1,4
1282,https://votkinsk.drom.ru/opel/zafira/49155319.html,2,2,2008,1.6,115,1,164593.0,550000,112,1,2
1283,https://tyumen.drom.ru/opel/insignia/49155260.html,2,14,2008,2.0,220,1,238000.0,650000,43,1,2
1284,https://novosibirsk.drom.ru/opel/astra/48269963.html,2,3,2006,1.6,105,1,310000.0,285000,23,1,2
1285,https://alushta.drom.ru/opel/astra/47125395.html,2,3,2006,1.8,140,1,217000.0,470000,113,1,2
1286,https://zelenogorskiy.drom.ru/opel/vectra/49154609.html,2,5,2006,1.8,140,1,180000.0,365000,114,1,2
1287,https://ekaterinburg.drom.ru/opel/astra_gtc/49154220.html,2,13,2006,1.8,140,1,136000.0,370000,33,1,2
1288,https://krasnodar.drom.ru/opel/astra/48744322.html,2,3,2008,1.8,140,1,150000.0,520000,13,1,4
1289,https://ekaterinburg.drom.ru/opel/corsa/49153852.html,2,4,2008,1.4,90,1,290000.0,300000,33,1,2
1290,https://novosibirsk.drom.ru/opel/astra/47988290.html,2,3,2008,1.6,115,1,177000.0,379000,23,1,2
1292,https://omsk.drom.ru/opel/astra/48285428.html,2,3,2008,1.6,115,1,219000.0,350000,16,1,3
1293,https://ekaterinburg.drom.ru/opel/astra_gtc/49153112.html,2,13,2005,1.6,105,1,220000.0,360000,33,1,2
1294,https://tyumen.drom.ru/opel/corsa/49103771.html,2,4,2007,1.2,80,1,167598.0,319000,43,1,3
